,id_inventario,titulo,nombre_autor,fondo (cm),ancho (cm),alto (cm),tecnica,tipo,material_base,material_secundario,tematica
543,1002143,ESTUDIOS CON PAN DE ORO EN GEOMET.IV,GARCIA JIMENEZ. JUAN E.,0.0,47.0,64.0,DESCONOCIDA,PINTURA,PAPEL,OTROS,SIN DEFINIR
544,1002144,TIERRAS DE MURCIA,"AVELLANEDA, MANUEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
545,1002145,EL DESCANSO,RUBIO PACHEO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
546,1002146,MUJER,"SASTRE, ADELA",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
547,1002147,CHARCAS DE SAN PEDRO DEL PINATAR,CANOVAS,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
548,1002148,TITULO DESCONOCIDO,"RUIZ, MANUEL L.(LOLO)",0.0,130.0,195.0,DESCONOCIDA,PINTURA,LIENZO,OTROS,SIN DEFINIR
549,1002149,MUJER CON NI�OZ Y PERROS,GARCIA A.,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
550,1002150,ESCENA DE PESCADORES,DESCONOCIDO,0.0,54.0,63.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,SIN DEFINIR
551,1002151,DONA DE MULAS EN EL ALHAMABRA PALACE,DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
552,1002152,ESCENA BIBLICA CON MOISES,DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
553,1002153,LUISA MILLER,DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,GRABADO,,,SIN DEFINIR
554,1002154,RIGOLETTO,"BRANDARD, J.",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
555,1002155,LA MANGA,"ALONSO LUZZY, RAMON",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
556,1002156,ARMADIO,"CANO HERNANDEZ, PEDRO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
557,1002157,CUERPOS: FIGURA DISTESA IN ROSSO,"CANO HERNANDEZ, PEDRO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
558,1002158,RECUERDO A LA LOCOMOTORA DE VAPOR,HIDALGO DE CISNEROS,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
559,1002159,VIDA D� INES DE CASTRO (23-MARZO-1863),"PEREIRA, M.C.A.",0.0,0.0,0.0,DESCONOCIDA,TAPIZ,,,SIN DEFINIR
560,1002167,CAJA CON PATAS TORCIDAS PARA SERPENTINA,GONZALEZ RAMON,0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
561,1002169,TITULO DESCONOCIDO,"GOMEZ-OSUNA, MONSERRAT",0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
562,1002170,ESFINGE,"GARCIA SILVA, FRANCISCO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
563,1002171,LO MECANICO EN LA NATURALEZA,"MARQUEZ, PABLO",0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
564,1002172,PAISAJE ANEGADO,"LINARES, ESTEBAN",0.0,195.0,103.0,DESCONOCIDA,PINTURA,,TECNICA MIXTA,COMPOSICION
565,1002173,UN DOMINGO,"CAUBIOS, PIERRE",0.0,195.0,130.0,DESCONOCIDA,PINTURA,LIENZO,OTROS,PAISAJE
566,1002174,TITULO DESCONOCIDO,MURADO,0.0,199.5,179.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
567,1002175,GLOSARIO 1,"CASCAJOSA ARROYO, ENRIQUE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
568,1002176,TODO FLUYE,"GARCIA ASENJO, PALOMA",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
569,1002177,CAUCHO,"GALINDO, JORGE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
570,1002178,PISCINA SIN PALMERAS PERO CON SIMBOLO CA,SATRUSTEGUI ZAPATERO,0.0,260.0,1915.0,DESCONOCIDA,PINTURA,LIENZO,OTROS,FIGURATIVO
571,1002179,TITULO DESCONOCIDO,BALLESTER PINILLOS,0.0,72.5,55.0,DESCONOCIDA,PINTURA,MADERA,TECNICA MIXTA,PAISAJE
572,1002180,O-I-R-I-S (DADIVA),"FERNANDEZ DE MOYA, DIEGO",0.0,200.0,190.0,DESCONOCIDA,PINTURA,,OTROS,SIN DEFINIR
573,1002181,"II HOMENAJE A REMBRANDT ""DIBUJO Y COPA""","GAYA, RAMON",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
574,1002182,III HOMENAJE A MURILLO,"GAYA, RAMON",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
575,1002183,MANO DE MARIANA DE AUSTRIA DETRAS DE COP,"GAYA, RAMON",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
576,1002184,HOMENAJE A UN DIBUJO DE TIZIANO,"GAYA, RAMON",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
577,1002185,BOCETO PARA UN HOMENAJE A CARPACCIO,"GAYA, RAMON",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
578,1002186,AMELE-4 (GOLPE DE FUERZA),"CORONADO, MANUEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
579,1002187,LA ISLA DE SANTA ELENA DURANTE LA CAMPA�,DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,GRABADO,,,SIN DEFINIR
580,1002188,EL CABO DE BUENA ESPERANZA,DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,GRABADO,,,SIN DEFINIR
581,1002189,PERSPECTIVA DE LA PLAZA REAL DE BURDEOS,DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,GRABADO,,,SIN DEFINIR
582,1002194,DENTRO Y FUERA,"MONEREO, CHELETE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
583,1002195,BEREBER,"RUIZ, VICENTE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
584,1002196,VENTANA CON MANZANA,"BALLESTER, ANTONIO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
585,1002197,CRISTO YACENTE,"AYALA, DIEGO DE",0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
586,1002198,TITULO DESCONOCIDO,"BARNUEVO, MANUEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
587,1002199,ARCON DE MADERA DE ROBLE S. XVIII,DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,MUEBLE ARTISTICO,,,SIN DEFINIR
588,1002200,RETRATO DE D. CARLOS COLLADO MENA,"ALONSO LUZZY, RAMON",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
589,1002201,RETRATO DE D. CARLOS COLLADO MENA,"ALONSO LUZZY, RAMON",0.0,81.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
590,1002204,SAN ISIDRO (RETABLO DEL SACRAMENTO),DESCONOCIDO,25.0,40.0,68.0,DESCONOCIDA,ESCULTURA,MADERA,ESTOFADO,RELIGIOSA
591,1002207,SAN JUAN (RETABLO MAYOR),DESCONOCIDO,35.0,50.0,90.0,DESCONOCIDA,ESCULTURA,MADERA,ESTOFADO,RELIGIOSA
592,1002209,LA PRIMERA VEZ QUE OLI LA ROSA,"ALMANSA, NICOLAS",0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
593,1002210,CATORCE A�OS,"ALMANSA, NICOLAS",0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
594,1002212,PAISAJE DE LAS MINAS DE LA UNION,"GOMEZ CANO, CARLOS",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
595,1002217,EL RELEVO,HERNANDEZ CANO,0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
596,1002223,MENDIGO CON GUITARRA,"ROBLES LOPEZ, JOSE MARIA",0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
597,1002224,NI�OS HUERTANOS,"ARAEZ, MONTSE",0.0,41.0,33.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
598,1002225,PROCESION DEL DOMINGO DE RESURRECCI�N,"ARTIGAS GUILLAMON ,CARMEN",0.0,36.5,56.5,DESCONOCIDA,PINTURA,TELA,ACRILICO,COSTUMBRISMO
599,1002226,BALNEARIO DEL MAR MENOR,"SERNA VERDU, PEDRO",0.0,47.5,58.5,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
600,1002227,VISTA DE UNA CALLE DE CARTGAGENA,"SAURA MIRA, FULGENCIO",0.0,35.0,50.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
601,1002228,TITULO DESCONOCIDO,"MU�OZ BARBERAN, MANUEL",0.0,33.5,24.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
602,1002229,NOCHE DE CARNAVAL,"HERNANSAEZ DE DIOS, ANGEL",0.0,130.5,91.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
603,1002230,ARCON DE MADERA DE ROBLE CIRCA 1760,DESCONOCIDO,49.5,121.0,77.0,DESCONOCIDA,MUEBLE ARTISTICO,,,SIN DEFINIR
604,1002231,HOMENAJE A TIZIANO,"GAYA, RAMON",0.0,67.0,55.0,DESCONOCIDA,PINTURA,PAPEL,GOUACHE,COMPOSICION
605,1002232,AMELE-1 (GOLPE DE FUERZA),"CORONADO, MANUEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
606,1002233,AMELE-2 (GOLPE DE FUERZA),"CORONADO, MANUEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
607,1002234,AMELE-3 (GOLPE DE FUERZA),"CORONADO, MANUEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
608,1002235,DESNUDOS,"CAMPUZANO MORENO, ESTEBAN",0.0,2.1,200.0,DESCONOCIDA,PINTURA,LIENZO,OTROS,SIN DEFINIR
609,1002236,PINTOR DE CAPRI,"DIS BERLIN CARRERA, MARIANO",0.0,258.0,110.0,DESCONOCIDA,PINTURA,TELA,OTROS,GENERO
610,1002237,NUDO EN EL PAISAJE,"INSERTIS, PILAR",0.0,152.5,206.0,DESCONOCIDA,PINTURA,,OTROS,SIN DEFINIR
611,1002239,ANTIMAGNETIC,"ISIDRO NORIEGA,JUAN FRANCISCO",0.0,100.0,100.0,DESCONOCIDA,PINTURA,MADERA,OLEO,EXPRESIONISMO
612,1002240,CASA ROMANA,"NAVARRO BALDEWEG, JUAN",0.0,1.95,1.91,DESCONOCIDA,PINTURA,LIENZO,OLEO,FIGURATIVO
613,1002241,MULLER E PLANTA,PATI�O ANTON,0.0,300.0,230.0,DESCONOCIDA,PINTURA,TELA,OTROS,FIGURATIVO
614,1002242,SU CASA,PRADAS CHARO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,TELA,,SIN DEFINIR
615,1002243,TITULO DESCONOCIDO,"UGALDE DIEZ, JUAN",0.0,205.0,263.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,SIN DEFINIR
616,1002244,MONTEGLORIA MONTEAMBICION,"VAZQUEZ, XEXUS",0.0,250.0,200.0,DESCONOCIDA,PINTURA,LIENZO,OTROS,SIN DEFINIR
617,1002245,TITULO DESCONOCIDO,"VON BERNER, DARYA",0.0,322.0,96.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
618,1002246,YA SABE SU MENSAJE,"MOLINA SANCHEZ, JOSE ANTONIO",0.0,54.0,65.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
619,1002247,CAMPOS DE MAZARRON,"GOMEZ CANO, CARLOS",0.0,64.0,50.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
620,1002248,PAISAJE,"AVELLANEDA, MANUEL",0.0,100.0,81.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
621,1002249,ESTUDIOS CON PAN DE ORO EN GEOMETRIZAC.,GARCIA JIMENEZ. JUAN E.,0.0,40.0,60.0,DESCONOCIDA,PINTURA,PAPEL,OTROS,SIN DEFINIR
622,1002250,ESTUDIOS CON PAN DE ORO EN GEOMETR.II,GARCIA JIMENEZ. JUAN E.,0.0,41.5,59.5,DESCONOCIDA,PINTURA,PAPEL,OTROS,SIN DEFINIR
623,1002251,TITULO DESCONOCIDO,"PARDO, PEDRO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
624,1002252,TITULO DESCONOCIDO,"PARDO, PEDRO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
625,1002253,NI�A SENTADA CON MU�ECA,"HERNANSAEZ DE DIOS, ANGEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
626,1002254,BALNEARIO DEL MAR MENOR,"SERNA VERDU, PEDRO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
627,1002255,SILLA,"GARCIA SILVA, FRANCISCO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
628,1002256,"WIND, RAIN AND FIRE (VIENTO, LLUVIA ...","WHISHAW, ANTHONY",0.0,458.0,113.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,SIN DEFINIR
629,1002257,INTORNO AL CHIOSTRO VERDE DI PAOLO UCELL,"CANO HERNANDEZ, PEDRO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
630,1002258,AUTORRETRATO,"FLORES, PEDRO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
631,1002259,DOS HERMANAS,"MURIEDAS MAZORRA, JOSE",0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
632,1002261,COMPOSICION,"PUJANTE, MA. ROSA",0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
633,1002262,COMPOSICION,"PUJANTE, MA. ROSA",0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
634,1002263,SEGADORA,"ROS, ANTONIO",0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
635,1002264,ANGEL,"SALZILLO, FRANCISCO",100.0,80.0,115.0,DESCONOCIDA,IMAGINERIA,MADERA,TEMPLE,RELIGIOSA
636,1002267,ANGEL,"SALZILLO, FRANCISCO",100.0,80.0,115.0,DESCONOCIDA,IMAGINERIA,MADERA,ESTOFADO,RELIGIOSA
637,1002268,SAN JOSE,TALLER DE SALZILLO,55.0,60.0,132.0,DESCONOCIDA,IMAGINERIA,MADERA,TEMPLE,RELIGIOSA
638,1002269,SAN JOAQUIN,TALLER DE SALZILLO,55.0,65.0,140.0,DESCONOCIDA,IMAGINERIA,MADERA,TEMPLE,RELIGIOSA
639,1002270,EL SALTO,"SEIQUER, ELISA",106.0,152.0,174.0,DESCONOCIDA,ESCULTURA,,OTROS,FIGURATIVO
640,1002271,FIGURA,"SEIQUER, ELISA",95.5,38.5,70.0,DESCONOCIDA,ESCULTURA,,OTROS,FIGURATIVO
641,1002272,MUJER RECOSTADA,"SEIQUER, ELISA",87.0,120.0,78.0,DESCONOCIDA,ESCULTURA,,,FIGURATIVO
642,1002273,JOSE ANTONIO PRIMO DE RIVERA,SEIQUER ZENON,0.0,22.0,40.0,DESCONOCIDA,ESCULTURA,,BRONCE,RETRATO
643,1002274,RETABLO DEL CRISTO YACENTE,"SISTORI, PABLO",0.0,0.0,0.0,DESCONOCIDA,IMAGINERIA,YESO,OTROS,RELIGIOSA
644,1002275,NI�OS JUGANDO,"TOLEDO SANCHEZ, FRANCISCO",120.0,75.0,125.0,DESCONOCIDA,ESCULTURA,,BRONCE,COMPOSICION
645,1002276,SAN JUAN,"TOLEDO SANCHEZ, FRANCISCO",0.0,0.0,0.0,DESCONOCIDA,IMAGINERIA,,,SIN DEFINIR
646,1002277,CABEZA,"TOLEDO, J.",7.0,22.0,24.0,DESCONOCIDA,ESCULTURA,,,FIGURATIVO
647,1002278,MONUMENTO A LOS CAIDOS ACADEM. G. AIRE,"TOLEDO SANCHEZ, FRANCISCO",10.12,25.0,66.0,DESCONOCIDA,ESCULTURA,,BRONCE,FIGURATIVO
648,1002279,CABEZA,"TOLEDO, J.",0.0,21.0,38.0,DESCONOCIDA,ESCULTURA,,,FIGURATIVO
649,1002280,DESNUDO FEMENINO,VILLAESCUSA A.,34.0,29.0,107.0,DESCONOCIDA,ESCULTURA,,,DESNUDO
650,1002281,COMPOSICION REACCION,"CAMPUZANO MORENO, ESTEBAN",0.0,150.0,120.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,FIGURATIVO
651,1002282,COMPOSICION,"CAMPUZANO MORENO, ESTEBAN",0.0,114.0,146.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,FIGURATIVO
652,1002283,FLORERO,CANCIO,0.0,59.0,72.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COMPOSICION
653,1002284,MUJER CONTORSIONADA,"GONZALEZ MARCO,JOSE",20.0,43.0,31.0,DESCONOCIDA,ESCULTURA,,PIEDRA,COMPOSICION
654,1002285,JOVEN ARRODILLADA,"GONZALEZ MARCO,JOSE",0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
655,1002286,EL CABRERO,"FLORES, PEDRO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
656,1002287,DON ROMAN ALBERCA,"GONZALEZ MORENO, JUAN",31.0,29.0,35.0,DESCONOCIDA,ESCULTURA,BRONCE,,RETRATO
657,1002288,MUJER MEDITERRANEA,"GONZALEZ MORENO, JUAN",58.0,36.0,149.0,DESCONOCIDA,ESCULTURA,,BRONCE,FIGURATIVO
658,1002289,EL CRIMEN DE CUENCA EN LA PLAZA VIEJA,"FLORES, PEDRO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
659,1002290,FIGURA FEMENINA SENTADA,"GONZALEZ MORENO, JUAN",17.5,17.0,38.0,DESCONOCIDA,ESCULTURA,BARRO,,FIGURATIVO
660,1002291,ISABEL DE ARAGON,"MARTINEZ, ANASTASIO",0.0,50.0,50.0,DESCONOCIDA,ESCULTURA,,ESCAYOLA,RETRATO
661,1002292,FIGURA ALEGORICA,"MARTINEZ, ANASTASIO",34.0,50.0,156.0,DESCONOCIDA,ESCULTURA,BRONCE,ESCAYOLA,ALEGORICA
662,1002293,SAN JOSE,MARTINEZ REINA,60.0,100.0,160.0,DESCONOCIDA,ESCULTURA,,PIEDRA,RELIGIOSA
663,1002294,SAN FULGENCIO,MARTINEZ REINA,60.0,100.0,160.0,DESCONOCIDA,ESCULTURA,,PIEDRA,RELIGIOSA
664,1002295,SAN ISIDORO,MARTINEZ REINA,60.0,100.0,160.0,DESCONOCIDA,ESCULTURA,,PIEDRA,RELIGIOSA
665,1002296,SAN LEANDRO,MARTINEZ REINA,60.0,100.0,160.0,DESCONOCIDA,ESCULTURA,,PIEDRA,RELIGIOSA
666,1002297,SANTA FLORENTINA,MARTINEZ REINA,60.0,100.0,160.0,DESCONOCIDA,ESCULTURA,,PIEDRA,RELIGIOSA
667,1002298,SAN BERNARDO,MARTINEZ REINA,60.0,100.0,160.0,DESCONOCIDA,ESCULTURA,,PIEDRA,RELIGIOSA
668,1002299,CABEZA DE NI�O,"MOLERA, JOSE",23.0,21.0,34.0,DESCONOCIDA,ESCULTURA,BRONCE,,RETRATO
669,1002300,CABEZA DE MUJER,"MOLERA, JOSE",22.0,22.0,40.0,DESCONOCIDA,ESCULTURA,BRONCE,,FIGURATIVO
670,1002301,NI�OS,"MOLERA, JOSE",45.0,35.0,105.0,DESCONOCIDA,ESCULTURA,ESCAYOLA,,SIN DEFINIR
671,1002302,NI�A CON PALOMA,"MORENO CASCALES, JOSE",32.0,60.0,128.0,DESCONOCIDA,ESCULTURA,PIEDRA,,FIGURATIVO
672,1002303,DOS NI�AS,"MORENO CASCALES, JOSE",8.0,27.0,40.0,DESCONOCIDA,ESCULTURA,BRONCE,,FIGURATIVO
673,1002304,PAISAJE,"MORENO MORVIEDRO, ELOY",0.0,60.0,40.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
674,1002305,RETRATO DE MUJER,"MARTINEZ MANZANO, ANTONIO",0.0,49.0,60.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
675,1002306,CIUDAD MEDITERRANEA,"MORENO SANDOVAL, CEFERINO",0.0,119.5,90.5,DESCONOCIDA,PINTURA,TABLEX,OLEO,PAISAJE
676,1002307,COMPOSICION,DESCONOCIDO,17.0,17.0,33.5,DESCONOCIDA,ESCULTURA,,PIEDRA,SIN DEFINIR
677,1002308,DESNUDO DE MUJER,"ARDIL PAGAN, MANUEL",13.5,18.5,47.0,DESCONOCIDA,ESCULTURA,,BRONCE,DESNUDO
678,1002309,CRISTO DE LA MISERICORDIA,"BELTRAN, DOMINGO",0.0,0.0,0.0,DESCONOCIDA,IMAGINERIA,,,RELIGIOSA
679,1002310,FIGURA FEMENINA,"BOLARIN, LUIS",16.3,13.7,46.5,DESCONOCIDA,ESCULTURA,,BARRO,DESNUDO
680,1002311,MARINERO,"BOLARIN, LUIS",10.5,16.5,38.4,DESCONOCIDA,ESCULTURA,,BARRO,MARINA
681,1002312,CABEZA DE NI�A,"CARRILERO, JOSE",0.0,20.0,33.0,DESCONOCIDA,ESCULTURA,,ESCAYOLA,RETRATO
682,1002313,DESNUDO FEMENINO,"CARRILERO, JOSE",0.0,17.0,43.0,DESCONOCIDA,ESCULTURA,,YESO,DESNUDO
683,1002314,DESNUDO FEMENINO (DESCANSO),"CARRILERO, JOSE",0.0,25.0,37.0,DESCONOCIDA,ESCULTURA,,ESCAYOLA,DESNUDO
684,1002315,BUSTO FEMENINO,"CARRION VALVERDE, ANTONIO",26.0,30.5,45.0,DESCONOCIDA,ESCULTURA,,MADERA,SIN DEFINIR
685,1002316,DESNUDO DE MUJER,"GARCIA MENGUAL, JOSE",31.0,31.5,62.0,DESCONOCIDA,ESCULTURA,,MARMOL,COMPOSICION
686,1002317,MATERNIDAD,"GARCIA MENGUAL, JOSE",40.0,45.0,178.0,DESCONOCIDA,ESCULTURA,,PIEDRA,ALEGORICA
687,1002318,ERECCION,"GARCIA MENGUAL, JOSE",45.0,115.0,61.0,DESCONOCIDA,ESCULTURA,,MARMOL,ALEGORICA
688,1002319,COMPOSICION ACADEMICA,CAMPILLO CARCELES,0.0,110.0,118.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,FIGURATIVO
689,1002320,ROMERIA,"GARRIGOS, ANTONIO",9.5,100.0,68.0,DESCONOCIDA,ESCULTURA,,BARRO,COSTUMBRISMO
690,1002321,EL VALLE,CAMPILLO CARCELES,0.0,70.0,47.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
691,1002322,MOLITO 2,"GIMENEZ CARRAMI�ANA, SARA",60.0,33.0,148.0,DESCONOCIDA,ESCULTURA,,PIEDRA,COMPOSICION
692,1002323,JARDIN BOTANICO,"PEREZ MARTINEZ, AURELIO",0.0,53.0,65.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,PAISAJE
693,1002324,CAPERUCITA,PEYROT,0.0,80.0,100.0,DESCONOCIDA,PINTURA,TABLEX,ACRILICO,ALEGORICA
694,1002325,ARLEQUIN,"PINA NORTES, �NGEL",0.0,59.0,79.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,GENERO
695,1002326,PATIO,PONTONES,0.0,60.0,88.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
696,1002327,BA�OS,"PORTELA, FRANCISCO",0.0,46.0,28.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
697,1002328,VISTA DEL PUERTO DE CARTAGENA,"PORTELA, FRANCISCO",0.0,49.0,30.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
698,1002329,BARCOS DE GUERRA,"PORTELA, FRANCISCO",0.0,95.0,57.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,MARINA
699,1002330,OXFORD,"PRIETO, GREGORIO",0.0,39.0,55.0,DESCONOCIDA,DIBUJO,PAPEL,OTROS,PAISAJE
700,1002331,PAISAJE,"PUCH ORTA, GONZALO",0.0,230.0,220.0,DESCONOCIDA,PINTURA,LIENZO,OTROS,COMPOSICION
701,1002332,PAISAJE CON CABRAS,"PUCHE, AMADOR",0.0,74.0,57.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,PAISAJE
702,1002333,PAISAJE DE MAZARRON,"PUCHE, AMADOR",0.0,71.5,54.5,DESCONOCIDA,PINTURA,TABLEX,OLEO,PAISAJE
703,1002334,PARTO,"QUEJIDO, MANUEL",0.0,179.0,190.0,DESCONOCIDA,PINTURA,LIENZO,ACRILICO,FIGURATIVO
704,1002335,ANCIANO SENTADO,MIGUEL ANGEL R.,0.0,68.5,94.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
705,1002336,PAISAJE,RAMIREZ,0.0,44.5,37.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,PAISAJE
706,1002337,PAISAJE,RENTERO M.,0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
707,1002338,COSTURERAS I,"REYES GUILLEN, J.",0.0,24.0,32.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,GENERO
708,1002339,PAISAJE CON MONTA�AS,"REYES GUILLEN, J.",0.0,21.0,26.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
709,1002340,BOCA ROJA,"BLAS, J.T. DE",0.0,64.5,80.0,DESCONOCIDA,PINTURA,PAPEL,,FIGURATIVO
710,1002341,PAISAJE MONTA�OSO,"REYES GUILLEN, J.",0.0,23.8,33.5,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
711,1002342,ABSTRACCION,VAN DEN BULLKEN,0.0,81.0,60.0,DESCONOCIDA,PINTURA,LIENZO,ACRILICO,SIN DEFINIR
712,1002343,LA CATEDRAL VISTA POR ZURBARAN,"CACHO, JOSE LUIS",0.0,195.0,260.0,DESCONOCIDA,PINTURA,LIENZO,ACRILICO,SIN DEFINIR
713,1002344,BARGUE�O,DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,MUEBLE ARTISTICO,MADERA,,SIN DEFINIR
714,1002345,COMPOSICION CON COPA,YES CAMACHO,0.0,44.0,53.0,DESCONOCIDA,PINTURA,,,SIMBOLICO
715,1002346,BASTRACCION EN ROJO,CAMPANO,0.0,350.0,201.0,DESCONOCIDA,PINTURA,LIENZO,ACRILICO,SIN DEFINIR
716,1002347,RETABLO DE SAN RAFAEL,DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,MADERA,,RELIGIOSA
717,1002351,CABEZA INFANTIL,DESCONOCIDO,22.0,22.0,34.0,DESCONOCIDA,ESCULTURA,ESCAYOLA,,RETRATO
